OBJECTID,Common_Name,Scientific_Name,FID,Presence_Type,Data_Source_Name,Data_Source_Path,Notes,Observation_Date,Collections,HUC_12
706,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
707,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
708,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
709,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
710,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
711,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
712,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040101
713,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into Extant - a few missing HUCs,9/13/2012 12:24:08,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013",180101040101
714,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040102
715,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into Extant - a few missing HUCs,9/13/2012 12:24:08,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013",180101040102
716,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
717,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
718,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
719,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
720,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
721,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
722,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
723,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
724,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
725,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
726,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
727,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
728,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
729,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
730,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
731,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
732,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
733,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
734,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
735,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
736,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040103
737,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into Extant - a few missing HUCs,9/13/2012 12:24:08,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013",180101040103
738,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
739,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
740,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
741,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
742,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
743,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
744,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
745,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
746,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
747,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
748,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
749,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
750,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
751,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
752,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
753,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
754,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
755,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
756,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040104
757,Pacific lamprey,Entosphenus tridentata,PET01,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into Extant - a few missing HUCs,9/13/2012 12:24:08,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013",180101040104
758,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040105
759,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040105
760,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040105
761,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040105
762,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040105
763,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040105
764,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040105
765,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040105
766,Pacific lamprey,Entosphenus tridentata,PET01,Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Fish Species of Special Concern - Final, Delivered USFS 12/15/2011, QC 2013, Best available knowledge 8/2013",180101040105
